id,slug,titulo,focus_keyword,score_inicial,score_final,estado,detalle
1030,viento-solar-auroras-urbanas-letales,Cuando la aurora boreal baja al suelo: El colapso por radiación polar,aurora boreal baja al suelo,59,84,ok,Puntuacion 84 guardada
1024,un-millon-al-nacer-hiperinflacion,Un millón al nacer: La hiperinflación catastrófica de regalar dinero a cada bebé,un millon de dolares al nacer,59,84,ok,Puntuacion 84 guardada
1028,vida-basada-en-silicio,Vida basada en silicio: El descubrimiento de organismos no basados en carbono,vida basada en silicio tierra,59,84,ok,Puntuacion 84 guardada
1026,velocidad-luz-100-kmh,Luz lenta: El caos relativista si la luz viajara a la velocidad de un auto,velocidad de la luz lenta,59,84,ok,Puntuacion 84 guardada
1027,veneno-humano-glandulas-defensa,Veneno humano: Desarrollo de glándulas tóxicas como mecanismo de defensa,humanos con veneno defensa,59,84,ok,Puntuacion 84 guardada
1025,universo-holografico-realidad-falsa,El eco holográfico: Las pruebas de que el universo es una proyección,universo holografico realidad,59,84,ok,Puntuacion 84 guardada
1020,traductores-neurales-idiomas,Traductores universales neurales: La desaparición del aprendizaje de idiomas,traductores neurales universales,59,84,ok,Puntuacion 84 guardada
1022,turismo-virtual-quiebra-aerolineas,Turismo virtual hiperrealista: La quiebra de la industria aeronáutica de pasajeros,turismo virtual hiperrealista,59,92,ok,Puntuacion 92 guardada
1023,un-ano-sin-noche-insomnio,Un año sin noche: La locura global por la alteración de los ritmos circadianos,un ano sin noche tierra,59,84,ok,Puntuacion 84 guardada
1021,trafico-aereo-urbano-autos-voladores,Tráfico aéreo urbano: La catástrofe de los autos voladores comerciales,autos voladores trafico aereo urbano,59,84,ok,Puntuacion 84 guardada
1019,traduccion-animal-ladridos,Traducción animal: Los primeros dispositivos que descifran los ladridos,traductor de animales ia,59,84,ok,Puntuacion 84 guardada
1017,trabajo-forzado-gimnasios-impuestos,Trabajo forzado lúdico: Generar electricidad en gimnasios como pago de impuestos,trabajo forzado energia gimnasios,59,84,ok,Puntuacion 84 guardada
1015,tierra-tamano-jupiter-gravedad,Planeta Masivo: Qué pasaría si la Tierra fuera del tamaño de Júpiter,tierra tamaño de jupiter,59,84,ok,Puntuacion 84 guardada
1013,tierra-se-expande-10-porciento,Planeta Inflado: Los desastres tectónicos si la Tierra creciera un 10%,tierra se expande,59,84,ok,Puntuacion 84 guardada
1018,trabajo-infantil-legalizado,Trabajo infantil legalizado: El impacto en los salarios globales de la mano de obra joven,trabajo infantil economia global,59,84,ok,Puntuacion 84 guardada
1014,tierra-se-vuelve-venus,El infierno hirviente: Si la Tierra sufriera un Efecto Invernadero Desbocado,tierra se vuelve venus,59,84,ok,Puntuacion 84 guardada
1010,tierra-con-dos-lunas,Tierra Binaria: El desastre climático de tener dos Lunas en nuestro cielo,tierra con dos lunas,59,84,ok,Puntuacion 84 guardada
1007,tiempo-se-detiene-horizonte-sucesos,Atrapados en el tiempo: Qué se siente cruzar el horizonte de un agujero negro,horizonte de sucesos agujero negro,59,84,ok,Puntuacion 84 guardada
1009,tierra-atraviesa-nebulosa-densa,Cielo Pintado: El viaje de la Tierra a través de una nebulosa de gases,tierra atraviesa nebulosa,59,84,ok,Puntuacion 84 guardada
1008,tiempo-y-espacio-relativo-gps,El retraso de Einstein: Por qué tu GPS depende de la Relatividad,relatividad gps tiempo,59,84,ok,Puntuacion 84 guardada
1012,tierra-orbita-enana-roja,Cielo Escarlata: La vida en la Tierra si nuestro Sol fuera una Enana Roja,tierra orbita enana roja,59,84,ok,Puntuacion 84 guardada
1002,supernova-cercana-tierra,La estrella explosiva: Sobrevivir a una Supernova vecina,supernova cercana a la tierra,59,84,ok,Puntuacion 84 guardada
1004,suscripcion-inmortalidad-millonaria,El costo de la inmortalidad: Suscripciones mensuales millonarias para no envejecer,costo de la inmortalidad,59,92,ok,Puntuacion 92 guardada
1003,suscripcion-ciudadania-nacionalidad,Subscripción por ciudadanía: Pagar una cuota mensual por tener nacionalidad de un país,suscripcion por ciudadania,59,84,ok,Puntuacion 84 guardada
1001,suenos-patrocinados-publicidad,Sueños patrocinados: Los anuncios publicitarios insertados en el cerebro al dormir,suenos patrocinados publicidad,59,84,ok,Puntuacion 84 guardada
1006,tiempo-cuantico-dilatacion-extrema,El segundo eterno: Simulación de congelamiento temporal por campos cuánticos intensos,dilatacion temporal extrema,59,84,ok,Puntuacion 84 guardada
996,sistema-solar-materia-oscura,El nudo invisible: El Sistema Solar cruzando una nube de Materia Oscura,materia oscura sistema solar,59,84,ok,Puntuacion 84 guardada
999,sol-gigante-roja-traga-tierra,El Sol Devorador: Cuando nuestra estrella se trague a Mercurio y Venus,sol gigante roja,59,84,ok,Puntuacion 84 guardada
998,sol-doble-sistema-binario-tierra,Dos soles en el cielo: Cómo sería vivir en un sistema estelar binario,sistema binario dos soles,59,84,ok,Puntuacion 84 guardada
1000,subastas-organos-legales,Subastas de órganos legales: El oscuro mercado libre de la anatomía humana,mercado de organos legal,59,84,ok,Puntuacion 84 guardada
995,sin-jubilacion-trabajo-eterno,Sin jubilación: Una sociedad estructurada para trabajar hasta el último día de vida,sin jubilacion economia,59,84,ok,Puntuacion 84 guardada
993,sin-dolor-extincion-rapida,Sin sentido del dolor: La extinción rápida por la incapacidad de detectar heridas,vivir sin sentir dolor,59,84,ok,Puntuacion 84 guardada
989,sexto-sentido-campos-magneticos,El sexto sentido: La detección de campos magnéticos terrestres por humanos,sexto sentido campos magneticos,59,84,ok,Puntuacion 84 guardada
994,sin-dormir-colapso-mental,Sin necesidad de dormir: Las 24 horas productivas y el colapso mental,humanidad sin dormir,59,84,ok,Puntuacion 84 guardada
992,sin-cuerdas-vocales-humanidad,Sin cuerdas vocales: Cómo se comunicaría la humanidad si perdiéramos la voz,humanidad sin cuerdas vocales,59,84,ok,Puntuacion 84 guardada
991,silencio-movil-sin-smartphones,Silencio móvil: El impacto biológico en los humanos al apagarse todos los smartphones,impacto de apagar los smartphones,59,84,ok,Puntuacion 84 guardada
987,semana-laboral-dos-dias,Semana de dos días: El impacto en el consumo de una jornada laboral de 16 horas,semana laboral de dos dias,59,84,ok,Puntuacion 84 guardada
988,semillas-extraterrestres-invasion,Especies invasoras alienígenas: Semillas extraterrestres germinando en la Tierra,semillas extraterrestres tierra,59,84,ok,Puntuacion 84 guardada
985,sangre-fria-humanos-reptiles,Sangre fría humana: Sobreviviendo a los extremos de temperatura como los reptiles,humanos de sangre fria,59,84,ok,Puntuacion 84 guardada
986,satelites-en-caida-libre-eterna,Caer sin tocar el suelo: La física invisible detrás de cada satélite en órbita,satelites en orbita caida libre,59,84,ok,Puntuacion 84 guardada
984,salarios-calorias-quemadas,Salarios basados en calorías físicas quemadas: El retorno a la economía del esfuerzo puro,salario por calorias quemadas,59,84,ok,Puntuacion 84 guardada
982,salario-emocional-realidad-virtual,Salario emocional: Trabajos que pagan exclusivamente en experiencias de realidad virtual,salario emocional realidad virtual,59,84,ok,Puntuacion 84 guardada
978,retorno-megafauna-mamuts,El retorno de la megafauna: Perezosos gigantes y mamuts en el siglo XXI,clonacion de mamuts megafauna,59,84,ok,Puntuacion 84 guardada
980,robots-con-derechos-laborales,Robots con derechos: La primera huelga mundial de máquinas autónomas,robots con derechos huelga,59,84,ok,Puntuacion 84 guardada
983,salario-universal-obligatorio,El fin del trabajo: Tu cuenta bancaria en un sistema de Salario Universal Obligatorio,salario universal obligatorio,59,92,ok,Puntuacion 92 guardada
981,ropa-inteligente-emociones,Ropa inteligente: Las prendas que monitorean tus emociones en tiempo real,ropa inteligente emociones,59,84,ok,Puntuacion 84 guardada
972,regreso-megalodon-superdepredador,Superdepredadores marinos: El regreso simulado del Megalodón a las costas,regreso del megalodon,59,84,ok,Puntuacion 84 guardada
973,renta-por-datos-personales,Renta por datos personales: El nuevo salario de vender tu privacidad a los gigantes tech,renta por datos personales,59,92,ok,Puntuacion 92 guardada
974,reproduccion-asexual-humana-fin-relaciones,Reproducción asexual humana: El fin de las relaciones y la genética estática,reproduccion asexual humana,59,84,ok,Puntuacion 84 guardada
976,resurreccion-digital-avatares,Resurrección digital: Chatear en tiempo real con avatares de seres fallecidos,resurreccion digital de muertos,59,84,ok,Puntuacion 84 guardada
975,resistencia-radiacion-nuclear,Resistencia a la radiación: Adaptaciones extremas post-guerra nuclear,resistencia a la radiacion humana,59,84,ok,Puntuacion 84 guardada
971,regeneracion-extremidades-salamandras,Recuperación de extremidades: Regeneración humana al estilo de las salamandras,regeneracion de extremidades humanas,59,84,ok,Puntuacion 84 guardada
967,realidad-virtual-indistinguible,Realidad indistinguible: Cuando desconectarse del Metaverso se volvió imposible,realidad virtual indistinguible de la real,59,84,ok,Puntuacion 84 guardada
970,redes-neuronales-planetarias,Redes neuronales planetarias: La Tierra funcionando como un solo cerebro gigante,redes neuronales planetarias,59,92,ok,Puntuacion 92 guardada
968,rebelion-ganado-animales-hablan,La rebelión del ganado: El colapso de la civilización si los animales hablaran,que pasa si los animales hablaran,59,84,ok,Puntuacion 84 guardada
969,reciclaje-obligatorio-economia-chatarra,La economía de la chatarra: Reciclaje obligatorio como base del PIB nacional,reciclaje obligatorio pib,59,84,ok,Puntuacion 84 guardada
962,pulsar-cercano-emision-ondas-radio,El faro de la muerte: Los peligros de vivir cerca de un púlsar giratorio,pulsar estrella cercania peligro,59,84,ok,Puntuacion 84 guardada
966,rayos-cosmicos-interferencia-cerebral,El destello en tu retina: Rayos cósmicos cruzando tus ojos en un vuelo de avión,rayos cosmicos destello retina,59,84,ok,Puntuacion 84 guardada
965,quiebra-empresas-petroleras,Baterías infinitas: La quiebra simultánea de todas las empresas petroleras,quiebra empresas petroleras baterias,59,84,ok,Puntuacion 84 guardada
963,quiebra-aseguradoras-sin-proteccion,"Quiebra de las aseguradoras: Un mundo sin seguros de vida, coche ni salud",mundo sin aseguradoras,59,84,ok,Puntuacion 84 guardada
961,prohibicion-conducir-humanos,Vehículos sin volante: La prohibición legal de conducir para los humanos,prohibicion de conducir autos,59,84,ok,Puntuacion 84 guardada
960,profesores-ia-cierre-escuelas,Profesores IA: El cierre masivo de escuelas primarias y secundarias,profesores ia escuelas,59,84,ok,Puntuacion 84 guardada
958,polinizacion-robotica-drones,Polinización robótica: Ecosistemas mantenidos artificialmente por micro-drones,polinizacion robotica drones,59,84,ok,Puntuacion 84 guardada
959,precio-fijo-universal-comercio,Precio fijo universal: El caos de que un pan cueste lo mismo en todo el planeta,precio fijo universal,59,92,ok,Puntuacion 92 guardada
956,planeta-errante-cruza-sistema,Planeta Errante: El gigante oscuro que cruzó nuestro Sistema Solar,planeta errante sistema solar,59,84,ok,Puntuacion 84 guardada
957,policia-predictiva-arrestos-ia,Policía predictiva: Arrestos basados en la probabilidad de cometer un crimen,policia predictiva ia,59,84,ok,Puntuacion 84 guardada
952,piel-camaleonica-camuflaje,Piel camaleónica: Cambio de color humano según el estado de ánimo y el entorno,piel camaleonica humanos,59,84,ok,Puntuacion 84 guardada
953,piel-fotosintetica-alimentacion-sol,Piel fotosintética: La modificación humana para alimentarse del sol,piel fotosintetica humana,59,84,ok,Puntuacion 84 guardada
954,piel-titanio-modificacion-genetica,Piel de titanio: Modificación genética para soportar impactos balísticos,piel de titanio modificacion genetica,59,84,ok,Puntuacion 84 guardada
955,planeta-de-diamante-fundido,Lluvia y océanos de gemas: La economía y física de un planeta hecho de carbono puro,planeta de diamante,59,84,ok,Puntuacion 84 guardada
951,perdida-oido-vibraciones-tactiles,Pérdida del oído: La evolución de las vibraciones táctiles como lenguaje,perdida de la audicion evolucion,59,84,ok,Puntuacion 84 guardada
948,pago-por-atencion-publicidad,Pago por atención: Recibir ingresos directos por mirar anuncios de corporaciones,pago por ver publicidad,59,84,ok,Puntuacion 84 guardada
949,paradoja-de-fermi-silencio-espacial,El gran silencio: Por qué nadie responde a nuestras señales espaciales,paradoja de fermi silencio espacial,59,84,ok,Puntuacion 84 guardada
